exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,3.482,2018.709275,18.0,62.676,2025-09-13
drift,CROSS,1KWEN-USD,4,0.040258,456858.11524,317564.0,12784.491512,2025-09-13
drift,CROSS,1MBONK-USD,10,26.8206,24086478.005205,270600.1,7257657.042059999,2025-09-13
drift,CROSS,1MPEPE-USD,4,12.1109,121994.470676,14767.0,178841.66030000002,2025-09-13
drift,CROSS,ADA-USD,10,0.934164,186788.246204,721831.0,674308.534284,2025-09-13
drift,CROSS,AI16Z-USD,4,0.123565,6771.245301,530189.0,65512.803785,2025-09-13
drift,CROSS,APT-USD,10,4.634247,57996.329543,53996.9,250234.97183430003,2025-09-13
drift,CROSS,ARB-USD,10,0.545271,18678.647194,829407.0,452251.58429699996,2025-09-13
drift,CROSS,AVAX-USD,10,28.82646,338202.588162,33561.9,967470.7678740001,2025-09-13
drift,CROSS,BERA-USD,5,2.466577,8161.985254,96440.0,237876.68588,2025-09-13
drift,CROSS,BNB-USD,10,929.09003,72479.687504,328.8,305484.801864,2025-09-13
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2025-09-13
drift,CROSS,BTC-USD,101,115940.755877,74311737.79331,848.8486,98416148.30913323,2025-09-13
drift,CROSS,CLOUD-USD,2,0.106626,23515.413752,1519316.0,161998.58781599998,2025-09-13
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2025-09-13
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2025-09-13
drift,CROSS,DOGE-USD,10,0.280472,857558.541298,16911760.0,4743275.15072,2025-09-13
drift,CROSS,DRIFT-USD,5,0.651667,1667496.24491,7695170.0,5014688.34839,2025-09-13
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2025-09-13
drift,CROSS,ETH-USD,101,4719.626292,70797793.822946,14790.031,69803419.16709505,2025-09-13
drift,CROSS,FARTCOIN-USD,10,0.916189,1085831.308672,2376087.0,2176944.772443,2025-09-13
drift,CROSS,FED-USD,1,0.999999,0.0,0.0,0.0,2025-09-13
drift,CROSS,FWOG-USD,4,0.046731,7946.953744,3535982.0,165239.974842,2025-09-13
drift,CROSS,GOAT-USD,4,0.120004,45044.496293,597947.0,71756.031788,2025-09-13
drift,CROSS,HNT-USD,5,2.632525,65424.750505,157720.0,415201.843,2025-09-13
drift,CROSS,HYPE-USD,10,55.214248,12955532.91219,320206.5,17679961.102212,2025-09-13
drift,CROSS,INJ-USD,10,14.462743,188021.02259,34522.0,499282.813846,2025-09-13
drift,CROSS,IO-USD,2,0.652859,3140.848163,57200.0,37343.5348,2025-09-13
drift,CROSS,IP-USD,5,9.600885,40470.771767,19554.4,187739.545644,2025-09-13
drift,CROSS,JTO-USD,10,1.996581,671420.480191,440574.0,879641.677494,2025-09-13
drift,CROSS,JUP-USD,10,0.561699,860496.930136,12871155.0,7229714.892344999,2025-09-13
drift,CROSS,KAITO-USD,5,1.225824,68631.703836,81735.0,100192.72464,2025-09-13
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0,2025-09-13
drift,CROSS,KMNO-USD,2,0.06489,106062.407545,26508400.0,1720130.0760000001,2025-09-13
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0,2025-09-13
drift,CROSS,LAUNCHCOIN-USD,4,0.102367,34399.023784,1510518.0,154627.196106,2025-09-13
drift,CROSS,LINK-USD,10,25.124797,988599.026807,77964.5,1958842.2357065,2025-09-13
drift,CROSS,LNDO-USD,1,1e-06,0.0,0.0,0.0,2025-09-13
drift,CROSS,LTC-USD,10,118.144911,39450.162852,582.78,68852.49123258,2025-09-13
drift,CROSS,ME-USD,5,0.710045,36914.174939,57683.0,40957.525735,2025-09-13
drift,CROSS,MELANIA-USD,4,0.210964,35575.87609,462356.6,97540.59776240001,2025-09-13
