exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,2.48858,0.0,0.0,0.0,2026-01-26
drift,CROSS,1KMON-USD,5,18.12021,364640.932823,4532.9,82137.099909,2026-01-26
drift,CROSS,1KPUMP-USD,5,2.5103,18943.581815,43757.0,109843.1971,2026-01-26
drift,CROSS,1KWEN-USD,4,0.035257,0.0,460.0,16.21822,2026-01-26
drift,CROSS,1MBONK-USD,10,9.0669,207357.27775,49850.7,451991.31183,2026-01-26
drift,CROSS,1MPEPE-USD,4,4.9705,0.0,3832.0,19046.956000000002,2026-01-26
drift,CROSS,2Z-USD,5,0.125656,68970.606648,282188.0,35458.615328,2026-01-26
drift,CROSS,ADA-USD,10,0.361226,10702.29188,246124.0,88906.388024,2026-01-26
drift,CROSS,AI16Z-USD,4,0.082422,0.0,3577.0,294.823494,2026-01-26
drift,CROSS,APT-USD,10,1.555986,21269.945429,47650.9,74144.1332874,2026-01-26
drift,CROSS,ARB-USD,10,0.177398,943.924297,135765.0,24084.43947,2026-01-26
drift,CROSS,ASTER-USD,10,0.611024,77586.307454,327109.0,199871.449616,2026-01-26
drift,CROSS,AVAX-USD,10,12.15485,5673.91044,13319.5,161896.524575,2026-01-26
drift,CROSS,BERA-USD,5,0.793483,132291.996672,473441.0,375667.38500300003,2026-01-26
drift,CROSS,BNB-USD,10,887.83958,38891.735712,319.08,283291.85318639997,2026-01-26
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2026-01-26
drift,CROSS,BTC-USD,101,89829.016956,26467524.71205,776.5113,69753246.73422562,2026-01-26
drift,CROSS,CLOUD-USD,2,0.060401,17655.866221,244258.0,14753.427458,2026-01-26
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2026-01-26
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2026-01-26
drift,CROSS,DOGE-USD,10,0.124578,16618.444423,4039088.0,503181.50486399996,2026-01-26
drift,CROSS,DRIFT-USD,5,0.148796,206627.2162,9285066.0,1381580.680536,2026-01-26
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2026-01-26
drift,CROSS,ETH-USD,101,2949.875381,9973771.354148,10602.646,31276484.408858128,2026-01-26
drift,CROSS,FARTCOIN-USD,10,0.301576,1138537.253213,3066533.0,924792.756008,2026-01-26
drift,CROSS,FED-USD,1,0.999999,0.0,0.0,0.0,2026-01-26
drift,CROSS,FWOG-USD,4,0.030393,0.0,27655.0,840.518415,2026-01-26
drift,CROSS,GOAT-USD,4,0.078436,0.0,60.0,4.706160000000001,2026-01-26
drift,CROSS,HNT-USD,5,1.234696,1371.457505,62595.0,77285.79612,2026-01-26
drift,CROSS,HYPE-USD,10,21.419903,733126.42085,61491.4,1317139.8233342,2026-01-26
drift,CROSS,INJ-USD,10,4.592379,128072.906219,36335.5,166866.3871545,2026-01-26
drift,CROSS,IO-USD,2,0.501698,0.0,20.0,10.03396,2026-01-26
drift,CROSS,IP-USD,5,2.443221,17382.730548,36421.4,88985.5293294,2026-01-26
drift,CROSS,JTO-USD,10,0.330256,770356.141497,388544.0,128318.987264,2026-01-26
drift,CROSS,JUP-USD,10,0.194167,10319.790563,5728434.0,1112272.844478,2026-01-26
drift,CROSS,KAITO-USD,5,0.402585,20451.659604,54777.0,22052.398545,2026-01-26
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0,2026-01-26
drift,CROSS,KMNO-USD,2,0.049979,1986.752005,3343068.0,167083.195572,2026-01-26
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0,2026-01-26
